iter	MultiClass
139	0.8481612453
140	0.8475846867
141	0.8469512826
142	0.8463150779
143	0.8456904331
144	0.8450512491
145	0.8444870249
146	0.8438972977
147	0.8432881453
148	0.8427173666
149	0.8421668473
150	0.8415789077
151	0.8409982377
152	0.8404593377
153	0.8399041707
154	0.8393484673
155	0.8388108187
156	0.83827174
157	0.8377654934
158	0.8372520965
159	0.8367464458
160	0.8362503885
161	0.835687654
162	0.8351500053
163	0.8346237377
164	0.8341034883
165	0.8336225064
166	0.8331107183
167	0.8326031608
168	0.8321136581
169	0.8316341658
170	0.8311630753
171	0.8306523001
172	0.8301521314
173	0.8296825305
174	0.8292136446
175	0.8287292663
176	0.8283374257
177	0.8278784908
178	0.8274863523
179	0.8270321247
180	0.826601553
181	0.8261481
182	0.8257286709
183	0.8253026277
184	0.824888621
185	0.8244804537
186	0.8240774705
187	0.8236293207
188	0.823220498
189	0.8228536242
190	0.8224403325
191	0.8220321057
192	0.8216031427
193	0.8212578392
194	0.8208864964
195	0.8204619428
196	0.8200725453
197	0.819693635
198	0.8193624535
199	0.8190062456
200	0.8186454496
201	0.8182382953
202	0.8178844709
203	0.8174998999
204	0.8171019219
205	0.8167377891
206	0.8163729412
207	0.8159831861
208	0.8156270379
209	0.8153368518
210	0.8150011417
211	0.8146630481
212	0.8143073169
213	0.8139910916
214	0.8136215959
215	0.8133021529
216	0.8129513079
217	0.8126054084
218	0.8122727372
219	0.8119451309
220	0.8116304548
221	0.8112312255
222	0.8108605381
223	0.8105260793
224	0.8101677264
225	0.8098626437
226	0.8096138106
227	0.8092951422
228	0.8089969716
229	0.8087262107
230	0.8084340583
231	0.8081290352
232	0.8078300899
233	0.8075249477
234	0.8071941832
235	0.8068712842
236	0.8065314626
237	0.8062096957
238	0.805890789
239	0.8055835612
240	0.8052598875
241	0.8049562349
242	0.8046669427
243	0.8043582252
244	0.804070661
245	0.8038050841
246	0.8035413544
247	0.8032737516
248	0.8030001306
249	0.8027203722
250	0.8024040872
251	0.8021414301
252	0.8018876514
253	0.8016160563
254	0.801327777
255	0.8010492103
256	0.8007746359
257	0.8005250878
258	0.8002531948
259	0.799972483
260	0.7997172742
261	0.7994525911
262	0.7991597832
263	0.7988747216
264	0.798599313
265	0.7983617418
266	0.7980628561
267	0.7977859578
268	0.7974805772
269	0.7972045727
270	0.7969432861
271	0.7966690692
272	0.7964165418
273	0.7962019113
274	0.7959389563
275	0.7956866076
276	0.7954101265
277	0.7951718402
278	0.7949335539
279	0.7946409844
280	0.7943580083
281	0.7940694311
282	0.7938038542
283	0.7935327954
284	0.7932765141
285	0.7930474041
286	0.792767169
287	0.7925173826
288	0.7922467409
289	0.79200047
290	0.791723095
291	0.791489099
292	0.7912610616
293	0.7910000133
294	0.7907609525
295	0.7905103914
296	0.7902966548
297	0.7900540187
298	0.7898073903
299	0.7895887676
300	0.7893646034
301	0.7891509859
302	0.7888804038
303	0.788637291
304	0.7883640871
305	0.788127648
306	0.7879086082
307	0.7876808687
308	0.7874323932
309	0.787209659
310	0.7869371701
311	0.7867046638
312	0.7864838363
313	0.7862762371
314	0.7860606533
315	0.7857934676
316	0.7855687671
317	0.7853273227
318	0.7850614479
319	0.7848307888
320	0.7846193164
321	0.7843797788
322	0.784136964
323	0.7838850325
324	0.7836323859
325	0.7833876643
326	0.7831660622
327	0.7829221153
328	0.782691039
329	0.7824679473
330	0.7822733379
331	0.7820721144
332	0.7818521212
333	0.781644224
334	0.7814078445
335	0.781170035
336	0.7809296632
337	0.7807439322
338	0.7805037392
339	0.7802867849
340	0.7800937247
341	0.7798828483
342	0.7796372329
343	0.7794090167
344	0.7792343092
345	0.7789952483
346	0.7787513014
347	0.7785332745
348	0.7783335407
349	0.7781496569
350	0.7779629725
351	0.7777796845
352	0.7775418154
353	0.7773574549
354	0.7771141038
355	0.7769028102
356	0.7767210715
357	0.7764981585
358	0.7762802509
359	0.7760990484
360	0.7758803661
361	0.7756576319
362	0.7754342423
363	0.7752312908
364	0.7750471091
365	0.7748477328
366	0.7745753035
367	0.7743446443
368	0.7741747633
369	0.7739921308
370	0.7737944229
371	0.77355566
372	0.7733704652
373	0.7731601846
374	0.7729467459
375	0.7727498722
376	0.7725489467
377	0.7723687572
378	0.7721875548
379	0.7719628543
380	0.7717429207
381	0.7715431272
382	0.7713417846
383	0.7711261412
384	0.7709086506
385	0.7707072484
386	0.7705269993
387	0.7703342967
388	0.7701750221
389	0.7699634306
390	0.7697927154
391	0.7696046009
392	0.7694225047
393	0.7692249756
394	0.7690375166
395	0.7688232437
396	0.7686189813
397	0.7684307477
398	0.7682395347
399	0.7680398605
400	0.7678205227
401	0.7676137577
402	0.7674093166
403	0.7672138134
404	0.7670283207
405	0.7668377632
406	0.7666061507
407	0.7664229819
408	0.7662290279
409	0.7660281024
410	0.765838975
411	0.7656632545
412	0.7654852102
413	0.765333503
414	0.765139847
415	0.7649312944
416	0.7647416903
417	0.764551252
418	0.7643235721
419	0.7641713287
420	0.7639904242
421	0.7638536137
422	0.763662937
423	0.7634828667
424	0.7632839076
425	0.7630794664
426	0.7629107176
427	0.7627564482
428	0.762562673
429	0.7623858204
430	0.7621894235
431	0.7620283612
432	0.7618509724
433	0.7616973585
434	0.7615193737
435	0.761334179
436	0.7611778241
437	0.7610006736
438	0.7608281112
439	0.7606527482
440	0.7604729759
441	0.7603076234
442	0.760128149
443	0.7599208477
444	0.7597444718
445	0.759611594
446	0.7594311066
447	0.7592660521
448	0.7590670333
449	0.7589032302
450	0.7587168437
451	0.758500664
452	0.7583009898
453	0.7581194894
454	0.7579460333
455	0.7577547607
456	0.7575855352
457	0.7574164884
458	0.7572809292
459	0.7571292816
460	0.75694796
461	0.7567759935
462	0.7565693477
463	0.7563987516
464	0.7562277981
465	0.7560461786
466	0.7558852355
467	0.7557055823
468	0.7555258696
469	0.755356942
470	0.7551849159
471	0.7550150944
472	0.7548573095
473	0.7546965452
474	0.7545623565
475	0.7544064783
476	0.7542261697
477	0.7540352547
478	0.7538744904
479	0.7536981741
480	0.7535400316
481	0.7533794461
482	0.7532300033
483	0.7530539253
484	0.7528883345
485	0.7526900308
486	0.7525353443
487	0.7523615306
488	0.7521999321
489	0.752049953
490	0.7518809062
491	0.751718831
492	0.7515164754
493	0.7513614314
494	0.751231235
495	0.7510540249
496	0.7508837268
497	0.7507392892
498	0.7505970563
499	0.7504137088
500	0.7502621804
501	0.7501005224
502	0.7499565019
503	0.7497897194
504	0.7496428983
505	0.7494692634
506	0.7492793018
507	0.7490966097
508	0.7489264307
509	0.7487706121
510	0.7486136018
511	0.7484475344
512	0.7482845058
513	0.7480989536
514	0.7479696509
515	0.7477924408
516	0.7476244666
517	0.7474401657
518	0.7472835129
519	0.7471169091
520	0.7469653807
521	0.746812899
522	0.7466195409
523	0.7464376235
524	0.7463020047
525	0.7461653133
526	0.7459994246
527	0.7458589793
528	0.7457048888
529	0.7455687337
530	0.7453762694
531	0.7452466093
532	0.7450598057
533	0.7448875413
534	0.7447284454
535	0.7445666682
536	0.7444187746
537	0.7442655778
538	0.744123762
539	0.7439861769
540	0.743833278
541	0.7436598814
542	0.7434904175
543	0.7433215495
544	0.7431935578
545	0.7430215317
546	0.7428803714
547	0.7427461827
548	0.742589649
549	0.7424480716
550	0.7423076263
551	0.7421198098
552	0.7419423613
553	0.7418140717
554	0.7416556313
555	0.7415114916
556	0.7413700929
557	0.7412111758
558	0.7410700751
559	0.7409333242
560	0.7407893633
561	0.7406518377
562	0.7405407686
563	0.740383222
564	0.7402385461
565	0.7400736107
566	0.7399196989
567	0.739812622
568	0.7396842728
569	0.7395726674
570	0.7394270976
571	0.7392812896
572	0.7391668836
573	0.7389544578
574	0.7388123441
575	0.7386724947
576	0.7385234094
577	0.7383722981
578	0.7382350109
579	0.7381120245
580	0.7379740222
581	0.737810517
582	0.737672038
583	0.7375516138
584	0.7374450732
585	0.7372824022
586	0.7371460683
587	0.7370052059
588	0.736852903
589	0.7366933304
590	0.7365911396
591	0.7364464041
592	0.7363109641
593	0.7362035893
594	0.7360895408
595	0.7359582718
596	0.7358066243
597	0.7356275074
598	0.7354747873
599	0.7353442334
600	0.7352137986
601	0.7350086424
602	0.7348881586
603	0.7347563533
604	0.7346125712
605	0.7344753436
606	0.7343048071
607	0.7341893286
608	0.7340313053
609	0.733863629
610	0.7337274143
611	0.7335878033
612	0.7334526016
613	0.7333070915
614	0.7331884548
615	0.73304074
616	0.7329129866
617	0.7327624116
618	0.7326258395
619	0.7324805677
620	0.732362944
621	0.732222737
622	0.7321026107
623	0.7319715205
624	0.7318298835
625	0.7317005809
626	0.7315552495
627	0.7313620106
628	0.7312258556
629	0.7310950037
630	0.7309312601
631	0.7307827111
632	0.7306687817
633	0.7305227949
634	0.7304048137
635	0.7302869517
636	0.7301624756
637	0.7300344243
638	0.7298946345
639	0.7297923245
640	0.7296883461
641	0.7295539191
642	0.7293549599
643	0.7292086751
644	0.7290542866
645	0.7289024007
646	0.7287573673
647	0.7285994631
648	0.7284493053
649	0.7282709034
650	0.7281236653
651	0.7279985933
652	0.7278671456
653	0.7277384984
654	0.7276304681
655	0.7274823362
656	0.7273440956
657	0.7272442883
658	0.7271314911
659	0.7270175022
660	0.726879202
661	0.7267352411
662	0.7265756686
663	0.7264294434
664	0.726315097
665	0.7261868074
666	0.7260609012
667	0.7259214689
668	0.7258068841
669	0.7257002839
670	0.7255578127
671	0.7254267225
672	0.72533198
673	0.725201009
674	0.7250641389
675	0.7249274475
676	0.724794093
677	0.7246621686
678	0.7245385267
679	0.7243982602
680	0.724256504
681	0.7241380461
682	0.7240224484
683	0.7239149544
684	0.7238066858
685	0.723674523
686	0.7235403343
687	0.7234079332
688	0.7232866152
689	0.7231328821
690	0.7229568637
691	0.7228084338
692	0.7226765094
693	0.7225485177
694	0.7223931758
695	0.7222335436
696	0.7221013809
697	0.721996032
698	0.7219339429
699	0.7218052958
700	0.7216736097
701	0.7215385868
702	0.7214141106
703	0.7213083447
704	0.7211502618
705	0.7209697744
706	0.7208607312
707	0.7207210605
708	0.7205602963
709	0.7204438047
710	0.7203491814
711	0.7202527109
712	0.7201243021
713	0.7200006602
714	0.7198661736
715	0.7197157178
716	0.71963903
717	0.7195346941
718	0.719411231
719	0.7192779956
720	0.7191594186
721	0.7190526396
722	0.7189446094
723	0.7188222188
724	0.718722769
725	0.7185862564
726	0.7184716121
727	0.7183558952
728	0.7182371393
729	0.7181040828
730	0.7179914048
731	0.717859242
732	0.7177343488
733	0.7175518355
734	0.717437489
735	0.7173118212
736	0.7171537979
737	0.7170746671
738	0.7169688415
739	0.716849609
740	0.7167056481
741	0.7165731874
742	0.7164552658
743	0.7163487848
744	0.7162333063
745	0.7161248589
746	0.7159841753
747	0.7157985634
748	0.7156802247
749	0.7155689768
750	0.7154306766
751	0.7153141851
752	0.7152314195
753	0.7151223763
754	0.7150113071
755	0.7148970799
756	0.7148094878
757	0.7146925196
758	0.7145630382
759	0.7144358211
760	0.7143592525
761	0.7142595048
762	0.7141734023
763	0.714084976
764	0.7140052493
765	0.7138844676
766	0.713766546
767	0.7136480881
768	0.7135265913
769	0.7134050349
770	0.7132904501
771	0.7131937413
772	0.7130937552
773	0.7129859633
774	0.7128655987
775	0.7127599519
776	0.7126597275
777	0.7125289352
778	0.7123899796
779	0.7122885634
780	0.7121636702
781	0.7120708345
782	0.7119597057
783	0.7118800982
784	0.7117559796
785	0.7116069539
786	0.7115047631
787	0.7113929789
788	0.7112463366
789	0.7111399748
790	0.7110381415
791	0.7108746363
792	0.7107551058
793	0.7105917794
794	0.7105250425
795	0.7104267844
796	0.7103077903
797	0.7101945164
798	0.7100813617
799	0.7099488414
800	0.7098326479
801	0.7097031069
802	0.709609437
803	0.709491575
804	0.7093854515
805	0.7092906494
806	0.7091746942
807	0.7090418759
808	0.7089149568
809	0.7087889314
810	0.7086478903
811	0.7085671506
812	0.7084446408
813	0.7083056852
814	0.7081902662
815	0.7080653134
816	0.7079652678
817	0.707852411
818	0.7077419973
819	0.7076159123
820	0.7074981099
821	0.7073548641
822	0.707247668
823	0.7071532235
824	0.7070192731
825	0.7069056417
826	0.7068051194
827	0.7066923818
828	0.7065713021
829	0.7064520696
830	0.7063490446
831	0.7062068117
832	0.7061039059
833	0.7060048136
834	0.7058929103
835	0.7057788618
836	0.7056888862
837	0.7055831203
838	0.7054787248
839	0.7053687282
840	0.7052612938
841	0.7051232915
842	0.7049992325
843	0.7048758886
844	0.7048073641
845	0.7046819942
846	0.7045619871
847	0.7044541952
848	0.70435552
849	0.7042466555
850	0.7041498871
851	0.7040731398
852	0.7039622494
853	0.7038760873
854	0.7037740157
855	0.7036766515
856	0.7035891189
857	0.7034790627
858	0.7034033879
859	0.7032944639
860	0.7032096724
861	0.7031095075
862	0.7030252523
863	0.7029084628
864	0.7028065104
865	0.7026937132
866	0.7025827036
867	0.7024592405
868	0.7023759386
869	0.7022581362
870	0.7021552899
871	0.7020435057
872	0.7019311257
873	0.7018177922
874	0.7017142905
875	0.7016034597
876	0.7015227201
877	0.7014040834
878	0.7012645319
879	0.701161507
880	0.7010489481
881	0.7009438972
882	0.7008231154
883	0.700721163
884	0.7006352989
885	0.7005282221
886	0.7004147694
887	0.7003225296
888	0.7002159294
889	0.7001255963
890	0.7000297217
891	0.6999314041
892	0.6998294516
893	0.6997451964
894	0.6996424693
895	0.6995259182
896	0.6994090096
897	0.6993005622
898	0.6992438359
899	0.6991395596
900	0.699035462
901	0.6988858404
902	0.6987760226
903	0.6986871792
904	0.6986007192
905	0.6984798183
906	0.6983772104
907	0.6982845535
908	0.6982000003
909	0.6981262918
910	0.6980431687
911	0.6979576622
912	0.6978750753
913	0.6977746125
914	0.6976881526
915	0.697604672
916	0.6975009915
917	0.6974334205
918	0.6973401081
919	0.6972481662
920	0.6971210087
921	0.6969914081
922	0.6968998833
923	0.6968021615
924	0.69669431
925	0.6965952177
926	0.69650268
927	0.6964060307
928	0.6963008606
929	0.6961929495
930	0.696088852
931	0.6959708112
932	0.6959040744
933	0.6958103449
934	0.6956740706
935	0.6955394052
936	0.6954523494
937	0.6953511716
938	0.6952376594
939	0.6951420827
940	0.6950300602
941	0.6949195869
942	0.6948398602
943	0.6947503017
944	0.6946149809
945	0.6945181529
946	0.6944151875
947	0.6943094811
948	0.6942151557
949	0.6941235118
950	0.6940191163
951	0.6939258635
952	0.6938281417
953	0.6937542545
954	0.6936677349
955	0.6935377173
956	0.6934359436
957	0.6933455509
958	0.6932189297
959	0.6931455788
960	0.6930685335
961	0.6929628271
962	0.6928698126
963	0.6927288907
964	0.6926323606
965	0.6925628828
966	0.6924662931
967	0.6923751854
968	0.6922847928
969	0.6921744982
970	0.6920995981
971	0.6919987778
972	0.6919108281
973	0.6918218656
974	0.6917493488
975	0.6916737336
976	0.6915832814
977	0.6914794818
978	0.6913618581
979	0.6912681882
980	0.6911550335
981	0.6910705399
982	0.6909603049
983	0.6908491762
984	0.6907706412
985	0.6906922254
986	0.6905972446
987	0.6904976757
988	0.6904104411
989	0.6903226106
990	0.6902442544
991	0.6901328873
992	0.6900618007
993	0.689974149
994	0.689899368
995	0.6897995607
996	0.6897157821
997	0.6896432654
998	0.6895686631
999	0.6894786876
